google_trends_df (1)
,Leading Indicators,PMI,Jobless Claims,GDP,multiTimeline (11),Impeachment,Catastrophe,Natural disaster,Inflation,multiTimeline (17),Market crash,Covid,virus,Pandemic,vaccination,Delta,Covid_mutation,FED,Tapering,Liquidity,Banking,Correction of market,coup,Debt ceiling,retail_spending,Consumer spending,Consumer,Earnings,Economic contraction,Depression,Shock,Monetary polie,VIX
2021-01,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
2021-02,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
2021-03,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,
2021-04,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,
2021-05,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
2021-06,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
2021-07,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
2021-08,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
2021-09,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
2021-10,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
Category: Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Month,,,,,,,,,,,,,,,,,,,,,,,,,,,consumer: (United States),,,,,,
2004-01,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,
2004-02,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,
2004-03,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,
2004-04,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,
2004-05,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,
2004-06,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,
2004-07,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,
2004-08,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,
2004-09,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,
2004-10,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,
2004-11,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,
2004-12,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,
2005-01,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,
2005-02,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,
2005-03,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,
2005-04,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,
2005-05,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,
2005-06,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,
2005-07,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,
2005-08,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,
2005-09,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,
2005-10,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,
2005-11,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,
2005-12,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,
2006-01,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,
2006-02,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,
2006-03,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,
2006-04,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,
2006-05,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,
2006-06,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,
2006-07,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,
2006-08,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,
2006-09,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,
2006-10,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,
2006-11,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,
2006-12,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
2007-01,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,
2007-02,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,
2007-03,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,
2007-04,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,
2007-05,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,
2007-06,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,
2007-07,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,
2007-08,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,
2007-09,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,
2007-10,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,
2007-11,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,
2007-12,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,
2008-01,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,
2008-02,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,
2008-03,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,
2008-04,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,
2008-05,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,
2008-06,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,
2008-07,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,
2008-08,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,
2008-09,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,
2008-10,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,
2008-11,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,
2008-12,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,
2009-01,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,
2009-02,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,
2009-03,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,
2009-04,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,
2009-05,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
2009-06,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,
2009-07,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,
2009-08,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,
2009-09,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,
2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,
2009-11,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,
2009-12,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
2010-01,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,
2010-02,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,
2010-03,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,
2010-04,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,
2010-05,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,
2010-06,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,
2010-07,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,
2010-08,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,
2010-09,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,
2010-10,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,
2010-11,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,
2010-12,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,
2011-02,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,
2011-03,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,
2011-04,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,
2011-05,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,
2011-06,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,
2011-07,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,
2011-08,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,
2011-09,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,
2011-10,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,
2011-11,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
2011-12,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
2012-01,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
2012-02,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,
2012-03,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,
2012-04,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
2012-05,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
2012-06,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
2012-07,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
2012-08,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
2012-09,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
2012-10,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
2012-11,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
2012-12,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
2013-02,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
2013-03,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
2013-05,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
2013-06,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
2013-08,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
2013-09,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
2013-11,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
2013-12,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
2014-01,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
2014-02,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
2014-03,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
2014-04,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
2014-05,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
2014-06,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
2014-07,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
2014-08,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
2014-09,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
2014-10,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
2014-11,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
2014-12,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
2015-01,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
2015-02,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
2015-03,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
2015-04,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
2015-05,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
2015-06,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
2015-07,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,
2015-08,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
2015-09,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,
2015-10,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
2015-11,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
2015-12,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
2016-01,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
2016-02,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,
2016-03,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
2016-04,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
2016-05,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,
2016-06,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
2016-07,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
2016-08,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
2016-09,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
2016-10,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
2016-11,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
2016-12,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,
2017-01,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
2017-02,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
2017-03,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
2017-04,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
2017-05,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
2017-06,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,
2017-07,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
2017-08,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
2017-09,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
2017-10,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
2017-11,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
2017-12,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
2018-01,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
2018-02,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
2018-03,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
2018-04,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
2018-05,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
2018-06,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,
2018-07,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
2018-08,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,
2018-09,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
2018-10,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
2018-11,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
2018-12,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
2019-01,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,
2019-02,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
2019-03,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
2019-04,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
2019-05,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,
2019-06,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
2019-07,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
2019-08,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
2019-09,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,
2019-10,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
2019-11,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,
2019-12,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
2020-01,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
2020-02,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
2020-03,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
2020-04,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,
2020-05,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
2020-06,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
2020-07,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
2020-08,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,
2020-09,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
2020-10,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
2020-11,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
2020-12,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
2021-01,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
2021-02,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
2021-03,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
2021-04,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
2021-05,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
2021-06,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
2021-07,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
2021-08,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
2021-09,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
2021-10,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,
Category: Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,earnings: (United States),,,,,
2004-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,
2004-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,
2004-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,
2004-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,
2004-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,
2004-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,
2004-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,
2004-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,
2004-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,
2004-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,
2004-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,
2004-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,
2005-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,
2005-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,
2005-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,
2005-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,
2005-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,
2005-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,
2005-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,
2005-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,
2005-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,
2005-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,
2005-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,
2005-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,
2006-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,
2006-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,
2006-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,
2006-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,
2006-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,
2006-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,
2006-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,
2006-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,
2006-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,
2006-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,
2006-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,
2006-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,
2007-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,
2007-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,
2007-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,
2007-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,
2007-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,
2007-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,
2007-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,
2007-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,
2007-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,
2007-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,
2007-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,
2007-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,
2008-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,
2008-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,
2008-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,
2008-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,
2008-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,
2008-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,
2008-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,
2008-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,
2008-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,
2008-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,
2008-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,
2008-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,
2009-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,
2009-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,
2009-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,
2009-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,
2009-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,
2009-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,
2009-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,
2009-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,
2009-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,
2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,
2009-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,
2009-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,
2010-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,
2010-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,
2010-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,
2010-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,
2010-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,
2010-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,
2010-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,
2010-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,
2010-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,
2010-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,
2010-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,
2010-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,
2011-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,
2011-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,
2011-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,
2011-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,
2011-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,
2011-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,
2011-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,
2011-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,
2011-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,
2011-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,
2011-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,
2012-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,
2012-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,
2012-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,
2012-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,
2012-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,
2012-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,
2012-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,
2012-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,
2012-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,
2012-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,
2012-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,
2012-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,
2013-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,
2013-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,
2013-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,
2013-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,
2013-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,
2013-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,
2013-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,
2013-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,
2014-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,
2014-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,
2014-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,
